Interaction ID,Customer ID,Category
INT300784,US00015066,High Bill
INT300785,US00015066,Budget Billing Enrollment
INT300786,US00015066,Switch Supplier
INT300787,US00015066,Rebate Request
INT300788,US00015066,Payment Arrangement
INT300789,US00015066,High Bill
INT300790,US00015066,Service Order Reschedule
INT300791,US00015066,Bill Correction
INT300792,US00015066,Profile Update
INT300793,US00015066,Budget Billing Enrollment
INT300794,US00015066,Transfer of Service
INT300795,US00015066,Low Income Program Request
INT300796,US00015067,Low Income Program Request
INT300797,US00015067,Service Order Reschedule
INT300798,US00015067,High Bill
INT300799,US00015067,Service Order Reschedule
INT300800,US00015067,Transfer of Service
INT300801,US00015067,Move-In
INT300802,US00015067,Profile Update
INT300803,US00015067,Low Income Program Request
INT300804,US00015067,Payment Extension
INT300805,US00015067,Bill Correction
INT300806,US00015067,Rebate Request
INT300807,US00015067,Switch Supplier
INT300808,US00015068,Rebate Request
INT300809,US00015068,Bill Correction
INT300810,US00015068,Payment Arrangement
INT300811,US00015068,Rebate Request
INT300812,US00015068,Service Order Reschedule
INT300813,US00015068,Transfer of Service
INT300814,US00015068,Move-In
INT300815,US00015068,Rebate Request
INT300816,US00015068,Low Income Program Request
INT300817,US00015068,Medical Certificate
INT300818,US00015068,High Bill
INT300819,US00015068,Payment Extension
INT300820,US00015069,Medical Certificate
INT300821,US00015069,Transfer of Service
INT300822,US00015069,Bill Correction
INT300823,US00015069,Switch Supplier
INT300824,US00015069,Payment Arrangement
INT300825,US00015069,High Bill
INT300826,US00015069,Move-In
INT300827,US00015069,Rebate Request
INT300828,US00015069,High Bill
INT300829,US00015069,Profile Update
INT300830,US00015069,Medical Certificate
INT300831,US00015069,Medical Certificate
INT300832,US00015069,Budget Billing Enrollment
INT300833,US00015070,Service Order Request
INT300834,US00015070,Rebate Request
INT300835,US00015070,Bill Correction
INT300836,US00015070,High Bill
INT300837,US00015070,Budget Billing Enrollment
INT300838,US00015070,Switch Supplier
INT300839,US00015070,Low Income Program Request
INT300840,US00015070,Bill Correction
INT300841,US00015070,Medical Certificate
INT300842,US00015070,Service Order Reschedule
INT300843,US00015070,Switch Supplier
INT300844,US00015071,Bill Correction
INT300845,US00015071,Medical Certificate
INT300846,US00015071,High Bill
INT300847,US00015071,Bill Correction
INT300848,US00015071,Move-In
INT300849,US00015071,Low Income Program Request
INT300850,US00015071,Switch Supplier
INT300851,US00015071,High Bill
INT300852,US00015071,High Bill
INT300853,US00015071,Meter Read Reported
INT300854,US00015071,Rebate Request
INT300855,US00015072,Transfer of Service
INT300856,US00015072,Switch Supplier
INT300857,US00015072,Profile Update
INT300858,US00015072,Meter Read Reported
INT300859,US00015072,Rebate Request
INT300860,US00015072,Rebate Request
INT300861,US00015072,Medical Certificate
INT300862,US00015072,High Bill
INT300863,US00015072,Profile Update
INT300864,US00015072,Transfer of Service
INT300865,US00015072,Meter Read Reported
INT300866,US00015072,High Bill
INT300867,US00015073,Payment Arrangement
INT300868,US00015073,Low Income Program Request
INT300869,US00015073,Meter Read Reported
INT300870,US00015073,Transfer of Service
INT300871,US00015073,Meter Read Reported
INT300872,US00015073,Service Order Request
INT300873,US00015073,Service Order Request
INT300874,US00015073,Bill Correction
INT300875,US00015073,Medical Certificate
INT300876,US00015073,Payment Arrangement
INT300877,US00015074,Move-In
INT300878,US00015074,Move-In
INT300879,US00015074,Transfer of Service
INT300880,US00015074,Service Order Reschedule
INT300881,US00015074,Low Income Program Request
INT300882,US00015074,Move-In
INT300883,US00015074,Low Income Program Request
INT300884,US00015074,Transfer of Service
INT300885,US00015074,Payment Arrangement
INT300886,US00015074,Service Order Reschedule
INT300887,US00015074,Service Order Reschedule
INT300888,US00015074,Service Order Request
INT300889,US00015074,Medical Certificate
INT300890,US00015074,High Bill
INT300891,US00015074,Service Order Reschedule
INT300892,US00015075,Payment Extension
INT300893,US00015075,Transfer of Service
INT300894,US00015075,Switch Supplier
INT300895,US00015075,Service Order Reschedule
INT300896,US00015075,Service Order Reschedule
INT300897,US00015075,Bill Correction
INT300898,US00015075,Rebate Request
INT300899,US00015075,Budget Billing Enrollment
INT300900,US00015075,Low Income Program Request
INT300901,US00015075,Payment Extension
INT300902,US00015075,Switch Supplier
INT300903,US00015075,Bill Correction
INT300904,US00015076,Rebate Request
INT300905,US00015076,Budget Billing Enrollment
INT300906,US00015076,Service Order Reschedule
INT300907,US00015076,High Bill
INT300908,US00015076,Payment Extension
INT300909,US00015076,Service Order Request
INT300910,US00015076,Meter Read Reported
INT300911,US00015076,Rebate Request
INT300912,US00015076,Service Order Reschedule
INT300913,US00015076,Switch Supplier
INT300914,US00015076,Bill Correction
INT300915,US00015076,Switch Supplier
INT300916,US00015076,Service Order Reschedule
INT300917,US00015077,Medical Certificate
INT300918,US00015077,Low Income Program Request
INT300919,US00015077,Low Income Program Request
INT300920,US00015077,Medical Certificate
INT300921,US00015077,Rebate Request
INT300922,US00015077,Budget Billing Enrollment
INT300923,US00015077,Bill Correction
INT300924,US00015077,Transfer of Service
INT300925,US00015077,High Bill
INT300926,US00015077,Transfer of Service
INT300927,US00015077,Meter Read Reported
INT300928,US00015077,Service Order Reschedule
INT300929,US00015077,High Bill
INT300930,US00015078,Payment Extension
INT300931,US00015078,Service Order Reschedule
INT300932,US00015078,Service Order Request
INT300933,US00015078,Profile Update
INT300934,US00015078,Profile Update
INT300935,US00015078,Rebate Request
INT300936,US00015078,Service Order Reschedule
INT300937,US00015078,Low Income Program Request
INT300938,US00015078,Move-In
INT300939,US00015078,Switch Supplier
INT300940,US00015078,High Bill
INT300941,US00015078,Bill Correction
INT300942,US00015078,Move-In
INT300943,US00015079,Budget Billing Enrollment
INT300944,US00015079,Medical Certificate
INT300945,US00015079,Payment Extension
INT300946,US00015079,Bill Correction
INT300947,US00015079,Service Order Reschedule
INT300948,US00015079,Budget Billing Enrollment
INT300949,US00015079,Budget Billing Enrollment
INT300950,US00015079,Profile Update
INT300951,US00015079,Payment Extension
INT300952,US00015079,Payment Arrangement
INT300953,US00015079,Profile Update
INT300954,US00015079,Service Order Reschedule
INT300955,US00015079,Move-In
INT300956,US00015079,Switch Supplier
INT300957,US00015080,High Bill
INT300958,US00015080,Move-In
INT300959,US00015080,Payment Extension
INT300960,US00015080,Meter Read Reported
INT300961,US00015080,Service Order Reschedule
INT300962,US00015080,Service Order Request
INT300963,US00015080,Transfer of Service
INT300964,US00015080,High Bill
INT300965,US00015080,Service Order Request
INT300966,US00015080,Service Order Request
INT300967,US00015080,Rebate Request
INT300968,US00015080,Bill Correction
INT300969,US00015080,Service Order Reschedule
INT300970,US00015081,Meter Read Reported
INT300971,US00015081,Rebate Request
INT300972,US00015081,Switch Supplier
INT300973,US00015081,Service Order Reschedule
INT300974,US00015081,Meter Read Reported
INT300975,US00015081,Switch Supplier
INT300976,US00015081,Payment Arrangement
INT300977,US00015081,High Bill
INT300978,US00015081,Payment Extension
INT300979,US00015081,Low Income Program Request
INT300980,US00015082,Medical Certificate
INT300981,US00015082,Payment Extension
INT300982,US00015082,Service Order Request
INT300983,US00015082,Transfer of Service
INT300984,US00015082,Profile Update
INT300985,US00015082,Payment Arrangement
INT300986,US00015082,Rebate Request
INT300987,US00015082,Profile Update
INT300988,US00015082,Payment Extension
INT300989,US00015082,Rebate Request
INT300990,US00015082,Payment Extension
INT300991,US00015082,Transfer of Service
INT300992,US00015083,Transfer of Service
INT300993,US00015083,Switch Supplier
INT300994,US00015083,Payment Extension
INT300995,US00015083,Budget Billing Enrollment
INT300996,US00015083,Move-In
INT300997,US00015083,Transfer of Service
INT300998,US00015083,Move-In
INT300999,US00015083,High Bill
INT301000,US00015083,Profile Update
INT301001,US00015083,Payment Arrangement
INT301002,US00015083,Budget Billing Enrollment
INT301003,US00015083,Transfer of Service
INT301004,US00015084,High Bill
INT301005,US00015084,Low Income Program Request
INT301006,US00015084,Meter Read Reported
INT301007,US00015084,Rebate Request
INT301008,US00015084,Service Order Request
INT301009,US00015084,Move-In
INT301010,US00015084,Budget Billing Enrollment
INT301011,US00015084,Budget Billing Enrollment
INT301012,US00015084,Low Income Program Request
INT301013,US00015084,Low Income Program Request
INT301014,US00015084,Payment Arrangement
INT301015,US00015084,Rebate Request
INT301016,US00015084,Switch Supplier
INT301017,US00015085,Move-In
INT301018,US00015085,Meter Read Reported
INT301019,US00015085,Payment Arrangement
INT301020,US00015085,Budget Billing Enrollment
INT301021,US00015085,Payment Extension
INT301022,US00015085,Bill Correction
INT301023,US00015085,Meter Read Reported
INT301024,US00015085,Budget Billing Enrollment
INT301025,US00015085,Profile Update
INT301026,US00015085,Bill Correction
INT301027,US00015085,Service Order Reschedule
INT301028,US00015085,Service Order Reschedule
INT301029,US00015086,Low Income Program Request
INT301030,US00015086,Transfer of Service
INT301031,US00015086,Payment Arrangement
INT301032,US00015086,Budget Billing Enrollment
INT301033,US00015086,Low Income Program Request
INT301034,US00015086,Switch Supplier
INT301035,US00015086,Profile Update
INT301036,US00015086,Transfer of Service
INT301037,US00015086,Payment Arrangement
INT301038,US00015086,Low Income Program Request
INT301039,US00015086,Rebate Request
INT301040,US00015086,Meter Read Reported
INT301041,US00015086,Switch Supplier
INT301042,US00015087,Profile Update
INT301043,US00015087,Budget Billing Enrollment
INT301044,US00015087,Rebate Request
INT301045,US00015087,Payment Arrangement
INT301046,US00015087,Rebate Request
INT301047,US00015087,Budget Billing Enrollment
INT301048,US00015087,Rebate Request
INT301049,US00015087,Payment Extension
INT301050,US00015087,Service Order Request
INT301051,US00015087,Medical Certificate
INT301052,US00015087,Service Order Reschedule
INT301053,US00015087,Profile Update
INT301054,US00015087,Service Order Request
INT301055,US00015088,Payment Arrangement
INT301056,US00015088,Medical Certificate
INT301057,US00015088,Profile Update
INT301058,US00015088,Service Order Request
INT301059,US00015088,Payment Extension
INT301060,US00015088,Switch Supplier
INT301061,US00015088,Service Order Reschedule
INT301062,US00015088,Switch Supplier
INT301063,US00015088,High Bill
INT301064,US00015088,Payment Arrangement
INT301065,US00015088,Service Order Reschedule
INT301066,US00015088,Service Order Request
INT301067,US00015088,Profile Update
INT301068,US00015089,Bill Correction
INT301069,US00015089,Switch Supplier
INT301070,US00015089,High Bill
INT301071,US00015089,Low Income Program Request
INT301072,US00015089,Move-In
INT301073,US00015089,Service Order Reschedule
INT301074,US00015089,Move-In
INT301075,US00015089,Low Income Program Request
INT301076,US00015089,Medical Certificate
INT301077,US00015089,Profile Update
INT301078,US00015090,Meter Read Reported
INT301079,US00015090,Budget Billing Enrollment
INT301080,US00015090,Rebate Request
INT301081,US00015090,Bill Correction
INT301082,US00015090,Medical Certificate
INT301083,US00015090,Rebate Request
INT301084,US00015090,High Bill
INT301085,US00015090,High Bill
INT301086,US00015090,Service Order Reschedule
INT301087,US00015090,Switch Supplier
INT301088,US00015091,Low Income Program Request
INT301089,US00015091,Budget Billing Enrollment
INT301090,US00015091,Meter Read Reported
INT301091,US00015091,Service Order Request
INT301092,US00015091,Switch Supplier
INT301093,US00015091,Transfer of Service
INT301094,US00015091,Switch Supplier
INT301095,US00015091,Bill Correction
INT301096,US00015092,Payment Arrangement
INT301097,US00015092,Meter Read Reported
INT301098,US00015092,Bill Correction
INT301099,US00015092,High Bill
INT301100,US00015092,Transfer of Service
INT301101,US00015092,Rebate Request
INT301102,US00015092,High Bill
INT301103,US00015092,Budget Billing Enrollment
INT301104,US00015092,Budget Billing Enrollment
INT301105,US00015092,Profile Update
INT301106,US00015092,Service Order Reschedule
INT301107,US00015092,Service Order Request
INT301108,US00015093,Payment Extension
INT301109,US00015093,High Bill
INT301110,US00015093,Switch Supplier
INT301111,US00015093,Service Order Request
INT301112,US00015093,Move-In
INT301113,US00015093,High Bill
INT301114,US00015093,Transfer of Service
INT301115,US00015093,Service Order Request
INT301116,US00015093,Rebate Request
INT301117,US00015093,Meter Read Reported
INT301118,US00015093,Service Order Request
INT301119,US00015093,Meter Read Reported
INT301120,US00015093,Bill Correction
INT301121,US00015093,Budget Billing Enrollment
INT301122,US00015094,Low Income Program Request
INT301123,US00015094,Bill Correction
INT301124,US00015094,Meter Read Reported
INT301125,US00015094,Medical Certificate
INT301126,US00015094,Payment Extension
INT301127,US00015094,Medical Certificate
INT301128,US00015094,Transfer of Service
INT301129,US00015094,Payment Arrangement
INT301130,US00015094,Transfer of Service
INT301131,US00015094,Low Income Program Request
INT301132,US00015094,Service Order Reschedule
INT301133,US00015095,High Bill
INT301134,US00015095,Medical Certificate
INT301135,US00015095,Rebate Request
