Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT300581,US00015048,IVR,Happy,,3
INT300582,US00015049,Phone,Very Happy,Ashley,1
INT300583,US00015049,Email,Very Happy,Ashley,1
INT300584,US00015049,SMS,Very Happy,,3
INT300585,US00015049,SMS,Happy,,3
INT300586,US00015049,SMS,Happy,,3
INT300587,US00015049,Self-Service,Neutral,,2
INT300588,US00015049,Self-Service,Very Happy,,2
INT300589,US00015049,Case,Unhappy,Ashley,2
INT300590,US00015049,Case,Very Happy,Javier,2
INT300591,US00015049,IVR,Happy,,1
INT300592,US00015050,Phone,Neutral,Javier,1
INT300593,US00015050,Email,Neutral,Kate,3
INT300594,US00015050,Email,Neutral,Kate,3
INT300595,US00015050,Email,Very Happy,Kate,3
INT300596,US00015050,SMS,Unhappy,,2
INT300597,US00015050,SMS,Very Unhappy,,2
INT300598,US00015050,Self-Service,Neutral,,2
INT300599,US00015050,Self-Service,Happy,,2
INT300600,US00015050,Case,Very Happy,Ashley,2
INT300601,US00015050,Case,Neutral,Ashley,2
INT300602,US00015050,IVR,Very Happy,,3
INT300603,US00015050,IVR,Neutral,,3
INT300604,US00015050,IVR,Unhappy,,3
INT300605,US00015051,Phone,Very Unhappy,Ashley,1
INT300606,US00015051,Email,Unhappy,Javier,1
INT300607,US00015051,SMS,Very Unhappy,,2
INT300608,US00015051,SMS,Unhappy,,2
INT300609,US00015051,Self-Service,Neutral,,3
INT300610,US00015051,Self-Service,Unhappy,,3
INT300611,US00015051,Self-Service,Neutral,,3
INT300612,US00015051,Case,Happy,Kate,1
INT300613,US00015051,IVR,Unhappy,,2
INT300614,US00015051,IVR,Very Happy,,2
INT300615,US00015052,Phone,Happy,Ashley,3
INT300616,US00015052,Phone,Very Happy,Javier,3
INT300617,US00015052,Phone,Happy,Javier,3
INT300618,US00015052,Email,Very Happy,Ashley,3
INT300619,US00015052,Email,Very Happy,Javier,3
INT300620,US00015052,Email,Happy,Javier,3
INT300621,US00015052,SMS,Happy,,2
INT300622,US00015052,SMS,Neutral,,2
INT300623,US00015052,Self-Service,Very Unhappy,,3
INT300624,US00015052,Self-Service,Very Unhappy,,3
INT300625,US00015052,Self-Service,Very Happy,,3
INT300626,US00015052,Case,Neutral,Kate,2
INT300627,US00015052,Case,Neutral,Javier,2
INT300628,US00015052,IVR,Neutral,,3
INT300629,US00015052,IVR,Happy,,3
INT300630,US00015052,IVR,Neutral,,3
INT300631,US00015053,Phone,Very Unhappy,Javier,1
INT300632,US00015053,Email,Very Happy,Javier,3
INT300633,US00015053,Email,Happy,Ashley,3
INT300634,US00015053,Email,Happy,Kate,3
INT300635,US00015053,SMS,Happy,,2
INT300636,US00015053,SMS,Neutral,,2
INT300637,US00015053,Self-Service,Neutral,,1
INT300638,US00015053,Case,Very Happy,Kate,2
INT300639,US00015053,Case,Very Unhappy,Javier,2
INT300640,US00015053,IVR,Happy,,1
INT300641,US00015054,Phone,Happy,Ashley,1
INT300642,US00015054,Email,Happy,Ashley,2
INT300643,US00015054,Email,Happy,Ashley,2
INT300644,US00015054,SMS,Neutral,,3
INT300645,US00015054,SMS,Neutral,,3
INT300646,US00015054,SMS,Happy,,3
INT300647,US00015054,Self-Service,Unhappy,,2
INT300648,US00015054,Self-Service,Happy,,2
INT300649,US00015054,Case,Neutral,Ashley,1
INT300650,US00015054,IVR,Very Happy,,1
INT300651,US00015055,Phone,Very Happy,Kate,3
INT300652,US00015055,Phone,Happy,Ashley,3
INT300653,US00015055,Phone,Unhappy,Kate,3
INT300654,US00015055,Email,Very Happy,Ashley,2
INT300655,US00015055,Email,Happy,Kate,2
INT300656,US00015055,SMS,Very Happy,,3
INT300657,US00015055,SMS,Happy,,3
INT300658,US00015055,SMS,Very Happy,,3
INT300659,US00015055,Self-Service,Happy,,1
INT300660,US00015055,Case,Happy,Kate,3
INT300661,US00015055,Case,Very Happy,Kate,3
INT300662,US00015055,Case,Happy,Kate,3
INT300663,US00015055,IVR,Happy,,2
INT300664,US00015055,IVR,Very Happy,,2
INT300665,US00015056,Phone,Unhappy,Kate,1
INT300666,US00015056,Email,Happy,Kate,2
INT300667,US00015056,Email,Happy,Kate,2
INT300668,US00015056,SMS,Neutral,,3
INT300669,US00015056,SMS,Unhappy,,3
INT300670,US00015056,SMS,Happy,,3
INT300671,US00015056,Self-Service,Neutral,,2
INT300672,US00015056,Self-Service,Neutral,,2
INT300673,US00015056,Case,Happy,Javier,3
INT300674,US00015056,Case,Happy,Kate,3
INT300675,US00015056,Case,Neutral,Javier,3
INT300676,US00015056,IVR,Unhappy,,3
INT300677,US00015056,IVR,Very Unhappy,,3
INT300678,US00015056,IVR,Unhappy,,3
INT300679,US00015057,Phone,Very Happy,Kate,1
INT300680,US00015057,Email,Neutral,Javier,2
INT300681,US00015057,Email,Neutral,Ashley,2
INT300682,US00015057,SMS,Very Unhappy,,2
INT300683,US00015057,SMS,Neutral,,2
INT300684,US00015057,Self-Service,Unhappy,,2
INT300685,US00015057,Self-Service,Happy,,2
INT300686,US00015057,Case,Happy,Ashley,1
INT300687,US00015057,IVR,Very Unhappy,,2
INT300688,US00015057,IVR,Very Happy,,2
INT300689,US00015058,Phone,Very Happy,Kate,2
INT300690,US00015058,Phone,Unhappy,Javier,2
INT300691,US00015058,Email,Very Happy,Javier,2
INT300692,US00015058,Email,Very Happy,Javier,2
INT300693,US00015058,SMS,Neutral,,2
INT300694,US00015058,SMS,Unhappy,,2
INT300695,US00015058,Self-Service,Happy,,1
INT300696,US00015058,Case,Neutral,Javier,2
INT300697,US00015058,Case,Very Unhappy,Kate,2
INT300698,US00015058,IVR,Very Happy,,3
INT300699,US00015058,IVR,Unhappy,,3
INT300700,US00015058,IVR,Very Happy,,3
INT300701,US00015059,Phone,Very Happy,Kate,2
INT300702,US00015059,Phone,Unhappy,Kate,2
INT300703,US00015059,Email,Very Happy,Kate,2
INT300704,US00015059,Email,Happy,Javier,2
INT300705,US00015059,SMS,Neutral,,1
INT300706,US00015059,Self-Service,Happy,,3
INT300707,US00015059,Self-Service,Happy,,3
INT300708,US00015059,Self-Service,Very Unhappy,,3
INT300709,US00015059,Case,Very Unhappy,Ashley,3
INT300710,US00015059,Case,Very Unhappy,Kate,3
INT300711,US00015059,Case,Unhappy,Javier,3
INT300712,US00015059,IVR,Very Happy,,1
INT300713,US00015060,Phone,Very Happy,Kate,3
INT300714,US00015060,Phone,Neutral,Kate,3
INT300715,US00015060,Phone,Unhappy,Kate,3
INT300716,US00015060,Email,Very Happy,Javier,1
INT300717,US00015060,SMS,Happy,,2
INT300718,US00015060,SMS,Unhappy,,2
INT300719,US00015060,Self-Service,Very Happy,,2
INT300720,US00015060,Self-Service,Neutral,,2
INT300721,US00015060,Case,Happy,Ashley,3
INT300722,US00015060,Case,Unhappy,Kate,3
INT300723,US00015060,Case,Neutral,Kate,3
INT300724,US00015060,IVR,Very Happy,,1
INT300725,US00015061,Phone,Very Happy,Ashley,1
INT300726,US00015061,Email,Very Unhappy,Javier,3
INT300727,US00015061,Email,Very Happy,Kate,3
INT300728,US00015061,Email,Very Happy,Javier,3
INT300729,US00015061,SMS,Happy,,3
INT300730,US00015061,SMS,Very Happy,,3
INT300731,US00015061,SMS,Very Happy,,3
INT300732,US00015061,Self-Service,Unhappy,,1
INT300733,US00015061,Case,Unhappy,Kate,3
INT300734,US00015061,Case,Happy,Kate,3
INT300735,US00015061,Case,Very Happy,Ashley,3
INT300736,US00015061,IVR,Neutral,,2
INT300737,US00015061,IVR,Happy,,2
INT300738,US00015062,Phone,Neutral,Kate,2
INT300739,US00015062,Phone,Very Happy,Javier,2
INT300740,US00015062,Email,Happy,Kate,3
INT300741,US00015062,Email,Unhappy,Ashley,3
INT300742,US00015062,Email,Happy,Javier,3
INT300743,US00015062,SMS,Happy,,1
INT300744,US00015062,Self-Service,Unhappy,,1
INT300745,US00015062,Case,Happy,Ashley,1
INT300746,US00015062,IVR,Unhappy,,2
INT300747,US00015062,IVR,Neutral,,2
INT300748,US00015063,Phone,Happy,Javier,2
INT300749,US00015063,Phone,Very Unhappy,Kate,2
INT300750,US00015063,Email,Unhappy,Kate,1
INT300751,US00015063,SMS,Neutral,,1
INT300752,US00015063,Self-Service,Happy,,2
INT300753,US00015063,Self-Service,Happy,,2
INT300754,US00015063,Case,Very Unhappy,Javier,3
INT300755,US00015063,Case,Neutral,Javier,3
INT300756,US00015063,Case,Very Happy,Kate,3
INT300757,US00015063,IVR,Happy,,2
INT300758,US00015063,IVR,Neutral,,2
INT300759,US00015064,Phone,Happy,Kate,3
INT300760,US00015064,Phone,Neutral,Ashley,3
INT300761,US00015064,Phone,Happy,Kate,3
INT300762,US00015064,Email,Very Unhappy,Ashley,3
INT300763,US00015064,Email,Happy,Kate,3
INT300764,US00015064,Email,Happy,Javier,3
INT300765,US00015064,SMS,Very Unhappy,,1
INT300766,US00015064,Self-Service,Unhappy,,1
INT300767,US00015064,Case,Neutral,Kate,3
INT300768,US00015064,Case,Very Unhappy,Kate,3
INT300769,US00015064,Case,Neutral,Ashley,3
INT300770,US00015064,IVR,Happy,,2
INT300771,US00015064,IVR,Very Unhappy,,2
INT300772,US00015065,Phone,Neutral,Javier,2
INT300773,US00015065,Phone,Happy,Ashley,2
INT300774,US00015065,Email,Unhappy,Kate,3
INT300775,US00015065,Email,Neutral,Ashley,3
INT300776,US00015065,Email,Happy,Kate,3
INT300777,US00015065,SMS,Happy,,1
INT300778,US00015065,Self-Service,Happy,,2
INT300779,US00015065,Self-Service,Very Happy,,2
INT300780,US00015065,Case,Very Happy,Kate,2
INT300781,US00015065,Case,Happy,Kate,2
INT300782,US00015065,IVR,Happy,,1
INT300783,US00015066,Phone,Very Unhappy,Kate,2
INT300784,US00015066,Phone,Neutral,Kate,2
INT300785,US00015066,Email,Unhappy,Javier,3
INT300786,US00015066,Email,Happy,Ashley,3
INT300787,US00015066,Email,Very Happy,Ashley,3
INT300788,US00015066,SMS,Very Happy,,3
INT300789,US00015066,SMS,Neutral,,3
INT300790,US00015066,SMS,Very Unhappy,,3
INT300791,US00015066,Self-Service,Unhappy,,1
INT300792,US00015066,Case,Unhappy,Ashley,3
INT300793,US00015066,Case,Happy,Kate,3
INT300794,US00015066,Case,Neutral,Javier,3
INT300795,US00015066,IVR,Neutral,,1
INT300796,US00015067,Phone,Happy,Kate,3
INT300797,US00015067,Phone,Neutral,Javier,3
INT300798,US00015067,Phone,Happy,Ashley,3
INT300799,US00015067,Email,Happy,Kate,1
INT300800,US00015067,SMS,Happy,,2
INT300801,US00015067,SMS,Very Happy,,2
INT300802,US00015067,Self-Service,Unhappy,,1
INT300803,US00015067,Case,Happy,Kate,3
INT300804,US00015067,Case,Happy,Ashley,3
INT300805,US00015067,Case,Very Happy,Javier,3
INT300806,US00015067,IVR,Happy,,2
INT300807,US00015067,IVR,Very Happy,,2
INT300808,US00015068,Phone,Neutral,Ashley,3
INT300809,US00015068,Phone,Very Unhappy,Javier,3
INT300810,US00015068,Phone,Happy,Kate,3
INT300811,US00015068,Email,Very Happy,Javier,2
INT300812,US00015068,Email,Neutral,Javier,2
INT300813,US00015068,SMS,Very Happy,,3
INT300814,US00015068,SMS,Happy,,3
INT300815,US00015068,SMS,Happy,,3
INT300816,US00015068,Self-Service,Very Happy,,1
INT300817,US00015068,Case,Neutral,Javier,1
INT300818,US00015068,IVR,Happy,,2
INT300819,US00015068,IVR,Neutral,,2
INT300820,US00015069,Phone,Neutral,Javier,1
INT300821,US00015069,Email,Very Happy,Ashley,2
INT300822,US00015069,Email,Happy,Kate,2
INT300823,US00015069,SMS,Very Unhappy,,1
INT300824,US00015069,Self-Service,Happy,,3
INT300825,US00015069,Self-Service,Unhappy,,3
INT300826,US00015069,Self-Service,Neutral,,3
INT300827,US00015069,Case,Neutral,Javier,3
INT300828,US00015069,Case,Very Happy,Javier,3
INT300829,US00015069,Case,Happy,Ashley,3
INT300830,US00015069,IVR,Very Unhappy,,3
INT300831,US00015069,IVR,Neutral,,3
INT300832,US00015069,IVR,Unhappy,,3
INT300833,US00015070,Phone,Happy,Kate,1
INT300834,US00015070,Email,Happy,Kate,2
INT300835,US00015070,Email,Very Happy,Javier,2
INT300836,US00015070,SMS,Very Happy,,1
INT300837,US00015070,Self-Service,Unhappy,,1
INT300838,US00015070,Case,Neutral,Javier,3
INT300839,US00015070,Case,Very Unhappy,Kate,3
INT300840,US00015070,Case,Very Happy,Javier,3
INT300841,US00015070,IVR,Unhappy,,3
INT300842,US00015070,IVR,Unhappy,,3
INT300843,US00015070,IVR,Neutral,,3
INT300844,US00015071,Phone,Happy,Javier,3
INT300845,US00015071,Phone,Very Happy,Ashley,3
INT300846,US00015071,Phone,Neutral,Javier,3
INT300847,US00015071,Email,Neutral,Javier,1
INT300848,US00015071,SMS,Happy,,2
INT300849,US00015071,SMS,Very Unhappy,,2
INT300850,US00015071,Self-Service,Very Happy,,1
INT300851,US00015071,Case,Neutral,Javier,1
INT300852,US00015071,IVR,Happy,,3
INT300853,US00015071,IVR,Very Happy,,3
INT300854,US00015071,IVR,Happy,,3
INT300855,US00015072,Phone,Happy,Kate,1
INT300856,US00015072,Email,Unhappy,Ashley,2
INT300857,US00015072,Email,Very Unhappy,Kate,2
INT300858,US00015072,SMS,Happy,,2
INT300859,US00015072,SMS,Very Happy,,2
INT300860,US00015072,Self-Service,Happy,,3
INT300861,US00015072,Self-Service,Very Unhappy,,3
INT300862,US00015072,Self-Service,Neutral,,3
INT300863,US00015072,Case,Very Happy,Javier,3
INT300864,US00015072,Case,Happy,Javier,3
INT300865,US00015072,Case,Neutral,Kate,3
INT300866,US00015072,IVR,Very Happy,,1
INT300867,US00015073,Phone,Very Happy,Javier,3
INT300868,US00015073,Phone,Happy,Kate,3
INT300869,US00015073,Phone,Neutral,Javier,3
INT300870,US00015073,Email,Very Happy,Javier,1
INT300871,US00015073,SMS,Neutral,,2
INT300872,US00015073,SMS,Happy,,2
INT300873,US00015073,Self-Service,Very Happy,,1
INT300874,US00015073,Case,Happy,Ashley,1
INT300875,US00015073,IVR,Happy,,2
INT300876,US00015073,IVR,Happy,,2
INT300877,US00015074,Phone,Unhappy,Javier,2
INT300878,US00015074,Phone,Happy,Javier,2
INT300879,US00015074,Email,Neutral,Kate,3
INT300880,US00015074,Email,Very Happy,Ashley,3
INT300881,US00015074,Email,Very Unhappy,Ashley,3
INT300882,US00015074,SMS,Unhappy,,2
INT300883,US00015074,SMS,Very Unhappy,,2
INT300884,US00015074,Self-Service,Very Happy,,3
INT300885,US00015074,Self-Service,Happy,,3
INT300886,US00015074,Self-Service,Happy,,3
INT300887,US00015074,Case,Very Happy,Ashley,2
INT300888,US00015074,Case,Very Happy,Javier,2
INT300889,US00015074,IVR,Happy,,3
INT300890,US00015074,IVR,Unhappy,,3
INT300891,US00015074,IVR,Neutral,,3
INT300892,US00015075,Phone,Very Unhappy,Javier,2
INT300893,US00015075,Phone,Very Happy,Kate,2
INT300894,US00015075,Email,Very Happy,Kate,2
INT300895,US00015075,Email,Neutral,Ashley,2
INT300896,US00015075,SMS,Very Happy,,2
INT300897,US00015075,SMS,Neutral,,2
INT300898,US00015075,Self-Service,Happy,,2
INT300899,US00015075,Self-Service,Very Happy,,2
INT300900,US00015075,Case,Very Happy,Ashley,2
INT300901,US00015075,Case,Happy,Kate,2
INT300902,US00015075,IVR,Happy,,2
INT300903,US00015075,IVR,Unhappy,,2
INT300904,US00015076,Phone,Very Unhappy,Ashley,3
INT300905,US00015076,Phone,Happy,Kate,3
INT300906,US00015076,Phone,Very Unhappy,Kate,3
INT300907,US00015076,Email,Very Unhappy,Javier,3
INT300908,US00015076,Email,Happy,Ashley,3
INT300909,US00015076,Email,Neutral,Kate,3
INT300910,US00015076,SMS,Neutral,,2
INT300911,US00015076,SMS,Happy,,2
INT300912,US00015076,Self-Service,Happy,,1
INT300913,US00015076,Case,Very Happy,Kate,3
INT300914,US00015076,Case,Very Happy,Ashley,3
INT300915,US00015076,Case,Happy,Javier,3
INT300916,US00015076,IVR,Very Happy,,1
INT300917,US00015077,Phone,Very Happy,Kate,3
INT300918,US00015077,Phone,Very Happy,Kate,3
INT300919,US00015077,Phone,Happy,Kate,3
INT300920,US00015077,Email,Neutral,Ashley,2
INT300921,US00015077,Email,Very Unhappy,Ashley,2
INT300922,US00015077,SMS,Happy,,3
INT300923,US00015077,SMS,Neutral,,3
INT300924,US00015077,SMS,Unhappy,,3
INT300925,US00015077,Self-Service,Very Unhappy,,2
INT300926,US00015077,Self-Service,Happy,,2
INT300927,US00015077,Case,Unhappy,Ashley,1
INT300928,US00015077,IVR,Very Unhappy,,2
INT300929,US00015077,IVR,Unhappy,,2
INT300930,US00015078,Phone,Happy,Kate,3
INT300931,US00015078,Phone,Unhappy,Ashley,3
INT300932,US00015078,Phone,Very Unhappy,Ashley,3
INT300933,US00015078,Email,Happy,Javier,2
INT300934,US00015078,Email,Unhappy,Ashley,2
INT300935,US00015078,SMS,Happy,,3
INT300936,US00015078,SMS,Very Happy,,3
INT300937,US00015078,SMS,Very Happy,,3
INT300938,US00015078,Self-Service,Very Happy,,3
INT300939,US00015078,Self-Service,Happy,,3
INT300940,US00015078,Self-Service,Unhappy,,3
INT300941,US00015078,Case,Happy,Javier,1
INT300942,US00015078,IVR,Unhappy,,1
INT300943,US00015079,Phone,Unhappy,Ashley,3
INT300944,US00015079,Phone,Very Unhappy,Kate,3
INT300945,US00015079,Phone,Very Happy,Ashley,3
INT300946,US00015079,Email,Very Happy,Ashley,3
INT300947,US00015079,Email,Very Unhappy,Ashley,3
INT300948,US00015079,Email,Unhappy,Javier,3
INT300949,US00015079,SMS,Happy,,1
INT300950,US00015079,Self-Service,Neutral,,3
INT300951,US00015079,Self-Service,Very Happy,,3
INT300952,US00015079,Self-Service,Neutral,,3
INT300953,US00015079,Case,Happy,Ashley,2
INT300954,US00015079,Case,Very Happy,Ashley,2
INT300955,US00015079,IVR,Happy,,2
INT300956,US00015079,IVR,Very Happy,,2
INT300957,US00015080,Phone,Very Unhappy,Ashley,2
INT300958,US00015080,Phone,Very Unhappy,Kate,2
INT300959,US00015080,Email,Very Unhappy,Kate,3
INT300960,US00015080,Email,Very Unhappy,Ashley,3
INT300961,US00015080,Email,Unhappy,Ashley,3
INT300962,US00015080,SMS,Very Happy,,2
INT300963,US00015080,SMS,Neutral,,2
INT300964,US00015080,Self-Service,Happy,,1
INT300965,US00015080,Case,Very Happy,Ashley,3
INT300966,US00015080,Case,Very Happy,Javier,3
INT300967,US00015080,Case,Very Happy,Javier,3
INT300968,US00015080,IVR,Very Unhappy,,2
INT300969,US00015080,IVR,Happy,,2
INT300970,US00015081,Phone,Neutral,Ashley,1
INT300971,US00015081,Email,Very Happy,Kate,3
INT300972,US00015081,Email,Neutral,Kate,3
INT300973,US00015081,Email,Very Happy,Ashley,3
INT300974,US00015081,SMS,Very Happy,,1
INT300975,US00015081,Self-Service,Unhappy,,2
INT300976,US00015081,Self-Service,Happy,,2
INT300977,US00015081,Case,Very Unhappy,Javier,1
INT300978,US00015081,IVR,Neutral,,2
INT300979,US00015081,IVR,Happy,,2
INT300980,US00015082,Phone,Very Happy,Ashley,3
INT300981,US00015082,Phone,Very Unhappy,Javier,3
INT300982,US00015082,Phone,Very Happy,Ashley,3
INT300983,US00015082,Email,Happy,Javier,2
INT300984,US00015082,Email,Happy,Javier,2
INT300985,US00015082,SMS,Happy,,2
INT300986,US00015082,SMS,Happy,,2
INT300987,US00015082,Self-Service,Very Happy,,2
INT300988,US00015082,Self-Service,Neutral,,2
INT300989,US00015082,Case,Unhappy,Ashley,1
INT300990,US00015082,IVR,Very Happy,,2
INT300991,US00015082,IVR,Unhappy,,2
INT300992,US00015083,Phone,Neutral,Javier,1
INT300993,US00015083,Email,Happy,Kate,3
INT300994,US00015083,Email,Unhappy,Javier,3
INT300995,US00015083,Email,Unhappy,Ashley,3
INT300996,US00015083,SMS,Neutral,,3
INT300997,US00015083,SMS,Unhappy,,3
INT300998,US00015083,SMS,Very Happy,,3
INT300999,US00015083,Self-Service,Unhappy,,1
INT301000,US00015083,Case,Happy,Kate,1
INT301001,US00015083,IVR,Very Happy,,3
INT301002,US00015083,IVR,Very Happy,,3
INT301003,US00015083,IVR,Neutral,,3
INT301004,US00015084,Phone,Unhappy,Ashley,3
INT301005,US00015084,Phone,Neutral,Kate,3
INT301006,US00015084,Phone,Very Happy,Kate,3
INT301007,US00015084,Email,Happy,Javier,1
INT301008,US00015084,SMS,Neutral,,2
INT301009,US00015084,SMS,Very Happy,,2
INT301010,US00015084,Self-Service,Very Happy,,1
INT301011,US00015084,Case,Neutral,Kate,3
INT301012,US00015084,Case,Neutral,Javier,3
INT301013,US00015084,Case,Happy,Javier,3
INT301014,US00015084,IVR,Very Unhappy,,3
INT301015,US00015084,IVR,Happy,,3
INT301016,US00015084,IVR,Neutral,,3
INT301017,US00015085,Phone,Very Happy,Kate,2
INT301018,US00015085,Phone,Very Happy,Kate,2
INT301019,US00015085,Email,Happy,Kate,1
INT301020,US00015085,SMS,Very Unhappy,,3
INT301021,US00015085,SMS,Unhappy,,3
INT301022,US00015085,SMS,Very Happy,,3
INT301023,US00015085,Self-Service,Very Happy,,2
INT301024,US00015085,Self-Service,Very Happy,,2
INT301025,US00015085,Case,Very Happy,Ashley,1
INT301026,US00015085,IVR,Very Unhappy,,3
INT301027,US00015085,IVR,Happy,,3
INT301028,US00015085,IVR,Unhappy,,3
INT301029,US00015086,Phone,Very Happy,Kate,3
INT301030,US00015086,Phone,Neutral,Javier,3
INT301031,US00015086,Phone,Neutral,Kate,3
INT301032,US00015086,Email,Happy,Kate,3
INT301033,US00015086,Email,Happy,Ashley,3
INT301034,US00015086,Email,Neutral,Javier,3
INT301035,US00015086,SMS,Neutral,,2
INT301036,US00015086,SMS,Happy,,2
INT301037,US00015086,Self-Service,Neutral,,2
INT301038,US00015086,Self-Service,Very Happy,,2
INT301039,US00015086,Case,Very Unhappy,Javier,2
INT301040,US00015086,Case,Very Happy,Ashley,2
INT301041,US00015086,IVR,Very Unhappy,,1
INT301042,US00015087,Phone,Very Happy,Javier,1
INT301043,US00015087,Email,Neutral,Ashley,3
INT301044,US00015087,Email,Unhappy,Javier,3
INT301045,US00015087,Email,Unhappy,Ashley,3
INT301046,US00015087,SMS,Happy,,3
INT301047,US00015087,SMS,Neutral,,3
INT301048,US00015087,SMS,Very Unhappy,,3
INT301049,US00015087,Self-Service,Unhappy,,3
INT301050,US00015087,Self-Service,Very Unhappy,,3
INT301051,US00015087,Self-Service,Very Happy,,3
INT301052,US00015087,Case,Very Happy,Ashley,2
INT301053,US00015087,Case,Neutral,Ashley,2
INT301054,US00015087,IVR,Very Happy,,1
INT301055,US00015088,Phone,Neutral,Javier,3
INT301056,US00015088,Phone,Happy,Javier,3
INT301057,US00015088,Phone,Happy,Kate,3
INT301058,US00015088,Email,Very Unhappy,Javier,1
INT301059,US00015088,SMS,Neutral,,2
INT301060,US00015088,SMS,Neutral,,2
INT301061,US00015088,Self-Service,Neutral,,3
INT301062,US00015088,Self-Service,Neutral,,3
INT301063,US00015088,Self-Service,Unhappy,,3
INT301064,US00015088,Case,Very Happy,Javier,1
INT301065,US00015088,IVR,Happy,,3
INT301066,US00015088,IVR,Unhappy,,3
INT301067,US00015088,IVR,Very Happy,,3
INT301068,US00015089,Phone,Very Happy,Ashley,1
INT301069,US00015089,Email,Happy,Ashley,3
INT301070,US00015089,Email,Very Happy,Javier,3
INT301071,US00015089,Email,Neutral,Kate,3
INT301072,US00015089,SMS,Neutral,,1
INT301073,US00015089,Self-Service,Happy,,1
INT301074,US00015089,Case,Happy,Ashley,3
INT301075,US00015089,Case,Happy,Javier,3
INT301076,US00015089,Case,Very Happy,Kate,3
INT301077,US00015089,IVR,Unhappy,,1
INT301078,US00015090,Phone,Very Unhappy,Javier,2
INT301079,US00015090,Phone,Happy,Kate,2
INT301080,US00015090,Email,Very Happy,Javier,3
INT301081,US00015090,Email,Happy,Javier,3
